month,key,id,entity,shipper_price,distance,pickup_date,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,number_of_addresses,median_duration_days
"September 1, 2025",shp442c7e7caeb652b0,6534517,Maersk,"3,660","1,467.99","September 25, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp48b7ea630e01a18b,5134638,WANG KANG CERAMICS,"1,800","1,443.66","September 21, 2025, 1:00 PM",24,38.27,26.49,49.98,2,3
"September 1, 2025",shp48cc3e9f0881156e,8567699,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp4976e07c034b8b1e,5517247,Maersk,"3,660","1,467.99","September 9, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp49b6cd8b3faf4a39,2815018,Maersk,"3,660","1,467.99","September 25, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp49dce47f34eadd90,9325039,Maersk,"1,943",703.57,"September 1, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,2
"September 1, 2025",shp49f254c2f15fde24,1173238,Maersk,"1,943",703.57,"September 1, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,2
"January 1, 2026",shpe2cb7d055f9bf12b,8910557,SABIC - Maersk Arabia,"2,000","1,143.15","January 13, 2026, 10:00 PM",23.99,38.24,24.15,47.34,2,3
"September 1, 2025",shp4c423da36f1aea62,5502724,Maersk,"3,660","1,465.55","September 2, 2025, 11:00 AM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp4c5b5286c70ea44f,3269192,Omas Al Zahid,"3,500","1,252.81","October 9, 2025, 1:00 PM",21.2,41.6,26.96,49.65,2,2
"September 1, 2025",shp507042913248a1b7,5185566,Al Bassami - Sugar,"1,700",968.5,"September 29, 2025, 2:00 PM",21.46,39.17,24.51,46.92,2,3
"September 1, 2025",shp507a8d63788eadbe,9241882,Maersk,750,360.81,"September 30, 2025, 11:30 PM",21.31,39.15,24.05,38.25,2,1
"September 1, 2025",shp50ece2933df67678,5091937,WANG KANG CERAMICS,"1,650","1,040.64","September 20, 2025, 4:00 PM",24,38.27,24.72,46.69,2,2
"September 1, 2025",shp51f2d045efbdd4af,9746267,CRANE WORLDWIDE LOGISTICS,"4,000","1,435.4","September 7, 2025, 9:00 PM",26.44,50.19,21.28,39.19,3,4
"September 1, 2025",shp535a484d93341b77,5608582,Maersk,"3,660","1,467.99","September 18, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp56b8465c4d0df2a3,7370307,Maersk,"3,660","1,467.99","September 12, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp57b2c6bfa6e1918,4840271,WANG KANG CERAMICS,"1,800","1,443.66","September 22, 2025, 2:00 PM",24,38.27,26.49,49.98,2,3
"September 1, 2025",shp5936db85c3a1d22d,7850543,WANG KANG CERAMICS,"1,800","1,370.79","September 22, 2025, 12:00 PM",24,38.27,25.33,49.66,2,3
"December 1, 2025",shpb336ecb8d06e9b4b,1860180,THABAT CONSTRACTION COMPANY LTD,"3,800",851.08,"December 10, 2025, 8:00 AM",24.5,39.71,24.95,46.84,2,2
"September 1, 2025",shp5babbaaf06761a87,5141889,Maersk,"3,660","1,467.99","September 16, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp5c323726fa596b6d,9338708,Maersk,"3,660","1,467.99","September 9, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp5d8f77bdf6d2dac,7682989,Maersk,"3,660","1,467.99","September 10, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp5e7a1c6d48971fe8,1634493,WANG KANG CERAMICS,"1,650","1,070.7","September 17, 2025, 3:00 PM",24,38.27,24.55,46.82,2,2
"September 1, 2025",shp5fe49d2b6aa15cb2,7598773,Mansour Al Mousaad,"5,500","2,838.62","September 13, 2025, 1:00 PM",21.33,39.19,21.28,39.19,3,5
"September 1, 2025",shp6153d58e46fcf69f,1202847,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp6460e738cdd62d80,7486930,Maersk Arabia Logistics Co,800,223.71,"September 20, 2025, 10:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp655f0910ff05eb06,4709680,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp686b9c9c884f679c,3973152,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp691a4b21e604d9f9,6903498,Maersk,"1,943",703.57,"September 1, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,2
"October 1, 2025",shp6a2a40a0cf4e5701,6983597,SABIC - Maersk Arabia,"2,000","1,166.43","October 19, 2025, 1:00 PM",23.99,38.24,23.94,47.27,2,3
"September 1, 2025",shp6d4fa738fbcaeb7d,1889140,F & F Enterprises PTE LTD,"2,250",840.57,"September 20, 2025, 11:00 AM",26.44,50.19,26.43,50.18,3,2
"September 1, 2025",shp71c75081258914a7,8812324,Maersk Arabia Logistics Co,800,223.71,"September 20, 2025, 10:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp72ecc4253abd5715,8407269,WANG KANG CERAMICS,"1,650","1,052.99","September 8, 2025, 4:00 PM",24,38.27,24.77,46.8,2,2
"September 1, 2025",shp77075156614a5b83,2697011,Maersk,"3,660","1,467.99","September 22, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp7bbe0b142d2c692f,7766378,Maersk,"3,200","1,396.43","September 11, 2025, 12:00 PM",26.94,49.52,21.41,39.23,2,3
"September 1, 2025",shp7c389c28bf1b3576,8214831,Maersk Arabia Logistics Co,800,223.71,"September 20, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp7c7aa83d79c955b0,3701520,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp7c8a00732bfd837,3738449,Maersk,"1,943",736.81,"September 5, 2025, 5:30 PM",21.26,39.2,21.28,39.19,3,2
"September 1, 2025",shp7f020fc3d3bf100d,4165599,Maersk,"3,660","1,465.55","September 9, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp7f2520ce61778bdf,7198259,Globelink West Star Shipping LLC,"2,150",650.93,"September 3, 2025, 2:00 PM",21.4,39.2,21.28,39.19,3,2
"September 1, 2025",shp80460daa96ebb602,5006900,Maersk,"3,660","1,488.03","September 10, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp805828a0a397255b,1865427,WANG KANG CERAMICS,"1,800","1,439.07","September 6, 2025, 8:00 PM",24,38.27,26.5,49.96,2,3
"September 1, 2025",shp80c77e6338f9dcf5,5706840,Maersk,"1,943",703.57,"September 1, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,2
"September 1, 2025",shp81d8bcdface5d565,2256022,Maersk,"2,650","1,453.31","September 12, 2025, 4:00 PM",23.99,38.26,26.26,49.97,2,4
"September 1, 2025",shp83152a4f8bf6d8c,5316144,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp8438e0cd0bf609aa,3903379,Maersk Arabia Logistics Co,800,223.71,"September 20, 2025, 10:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp84857452531fcb14,8253652,Ma'aden,900,111.39,"September 24, 2025, 12:00 PM",26.97,49.63,26.23,49.97,2,1
"August 1, 2025",shp2523026dc17297e2,6867789,Maersk,"3,660","1,465.55","August 19, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp864cd64857870e71,6394673,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp8a202e9152a2b155,1488745,Globelink West Star Shipping LLC,"2,150",658.44,"September 3, 2025, 2:00 PM",21.33,39.19,21.33,39.19,3,2
"September 1, 2025",shp8d64a8c40c02e46f,6506486,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"August 1, 2025",shp4a77f73ce53af919,3448161,Maersk,"3,660","1,465.55","August 19, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp905cc9395a59ac26,6279625,Maersk,"1,943",736.81,"September 5, 2025, 5:30 PM",21.26,39.2,21.28,39.19,3,2
"September 1, 2025",shp906ca7d2fffedf7e,8241757,WANG KANG CERAMICS,"1,650","1,063.73","September 29, 2025, 1:00 PM",24,38.27,24.6,46.79,2,2
"September 1, 2025",shp929a9a81c9da9025,5398191,Maersk,"3,660","1,467.99","September 24, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"August 1, 2025",shp5585eaf6ce1ff2ee,1903788,Maersk,"3,660","1,465.55","August 19, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp9352300c47e4296b,9530121,SGS,"1,900","1,023.68","October 6, 2025, 8:30 PM",25.09,46.26,21.53,39.16,2,2
"September 1, 2025",shp94530964799f74e5,9541416,WANG KANG CERAMICS,"1,800","1,443.82","September 20, 2025, 7:30 PM",24,38.27,26.5,49.97,2,3
"September 1, 2025",shp94c13ca56c6d028e,3716641,Maersk Arabia Logistics Co,800,223.71,"September 20, 2025, 10:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp954a9b2c20b354ad,3920352,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp988eb6c457af82dd,2866438,Maersk,750,360.81,"September 30, 2025, 11:30 PM",21.31,39.15,24.05,38.25,2,1
"September 1, 2025",shp9ae7686bac73e38b,1504652,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"August 1, 2025",shp604e4cdb2566f3cb,4466821,Maersk,"3,660","1,465.55","August 19, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpa50c8e1d7ff6934a,1027743,Maersk,"1,950","1,142.46","September 4, 2025, 9:00 AM",23.99,38.23,24.31,47.17,2,3
"October 1, 2025",shpa51f6c551ca3356b,7902682,SABIC - Maersk Arabia,"2,000","1,166.43","October 19, 2025, 1:00 PM",23.99,38.24,23.94,47.27,2,3
"September 1, 2025",shpa5db564f9917a73e,4351333,Maersk,"1,950","1,142.46","September 4, 2025, 9:00 AM",23.99,38.23,24.31,47.17,2,3
"October 1, 2025",shp8599465807ed6400,8528344,Binzagr Logistics Company,"2,850","1,047.7","October 7, 2025, 12:30 AM",22.5,39.13,24.62,46.86,2,2
"September 1, 2025",shpa836770811ca9e46,3597122,Al Bassami - Sugar,"1,700",968.5,"September 29, 2025, 2:00 PM",21.46,39.17,24.51,46.92,2,3
"October 1, 2025",shpa8aec51156e91997,6434902,NEBRAS ALKHALEEJ TRANSPORT CO,"1,400",581.63,"October 5, 2025, 8:30 PM",27.02,49.64,24.16,47.32,2,1.5
"October 1, 2025",shpa997333b602fa339,7232777,NEBRAS ALKHALEEJ TRANSPORT CO,"1,400",581.63,"October 14, 2025, 9:00 PM",27.02,49.64,24.16,47.32,2,1.5
"September 1, 2025",shpad0b1c1a9a0ea008,6736376,F & F Enterprises PTE LTD,"2,250",840.57,"September 8, 2025, 6:00 PM",26.44,50.19,26.43,50.18,3,2
"September 1, 2025",shpaf5c89d16bb0a33d,6427723,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpb146eb0fbeee199a,2821932,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"December 1, 2025",shpd33f7aa57fcb79d1,3040954,BDP,"1,650",653.86,"December 13, 2025, 12:00 PM",27.02,49.67,24.16,47.32,3,1
"September 1, 2025",shpb489f9bb05683d23,8981786,Maersk,"2,650","1,453.31","September 12, 2025, 4:00 PM",23.99,38.26,26.26,49.97,2,4
"August 1, 2025",shpa7119e417b2d1336,8529520,Maersk,"3,660","1,465.55","August 17, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"August 1, 2025",shpab5d940739899551,5275539,Maersk,"3,660","1,465.55","August 19, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpb690cea56a846ef4,7884549,Maersk,"3,660","1,467.99","September 7, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpb6d9675c10af687d,6249985,Al Bassami - Sugar,"1,700",958.75,"September 29, 2025, 2:30 PM",21.41,39.24,24.66,46.84,2,3
"September 1, 2025",shpb715486e762e1af7,4783745,Maersk,"3,660","1,465.55","September 2, 2025, 11:00 AM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpb82b49e4ddfdde8f,3356786,Demas United Trading Company,"1,800",950.63,"October 22, 2025, 3:00 PM",24.71,46.68,21.49,39.19,2,3
"September 1, 2025",shpbb61fee6cda0ff2c,6955552,Maersk,"3,660","1,467.85","September 2, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpbc2fc12f657d73bf,6339944,Maersk,"3,660","1,467.99","September 24, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpbd03146529601a5e,6013250,Maersk,"3,660","1,467.99","September 15, 2025, 11:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpbdd156c1caf4aded,6376737,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpbe3f94be13ed0993,4129392,Al Bassami - Sugar,"1,700",958.75,"September 29, 2025, 2:30 PM",21.41,39.24,24.66,46.84,2,3
"September 1, 2025",shpc237dc5fdce6909a,2002005,WANG KANG CERAMICS,"1,800","1,443.66","September 5, 2025, 5:00 PM",24,38.27,26.49,49.98,2,3
"September 1, 2025",shpc409b1f195f70fc3,8899874,Maersk,"2,650","1,440.23","September 6, 2025, 9:00 AM",23.99,38.26,26.4,50.13,2,4
"September 1, 2025",shpca1a7188ead8ec66,7598461,Maersk,"3,660","1,467.99","September 9, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpca2d69588b54db24,9089866,Maersk,"1,943",703.57,"September 1, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,2
"September 1, 2025",shpcb3af34e65d082a3,7755863,Maersk Arabia Logistics Co,"2,650","1,485.62","September 21, 2025, 9:00 AM",23.99,38.22,27.01,49.54,2,4
"September 1, 2025",shpcece976285129dc8,6846144,Maersk,"3,660","1,467.99","September 21, 2025, 5:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpcf882236d88349a2,6654408,Maersk,"3,660","1,467.99","September 25, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpcfc705ef788c4f2f,9918527,Unilever - Maersk Arabia,"1,700",964.24,"October 27, 2025, 4:00 AM",21.48,39.17,24.62,46.86,2,2
"September 1, 2025",shpd074e33cbd25729,2183952,Maersk,"3,660","1,465.55","September 2, 2025, 8:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpd0f75b1850e1f1c7,3684922,Mansour Al Mousaad,"5,500","2,838.62","September 14, 2025, 10:00 AM",21.33,39.19,21.28,39.19,3,5
"September 1, 2025",shpd11739b4d3b55cec,6830397,Maersk,"3,660","1,467.99","September 24, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpd1228baf9fecd3e5,4126301,Maersk,"3,660","1,467.99","September 24, 2025, 8:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpd13f7943fd6c496a,3241566,Maersk,"3,660","1,467.99","September 16, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpd255690c6dd6ddb9,5940780,Mansour Al Mousaad,"5,500","2,838.62","September 13, 2025, 1:00 PM",21.33,39.19,21.28,39.19,3,5
"September 1, 2025",shpd40347dfc5b082ff,2279409,WANG KANG CERAMICS,900,"1,443.89","September 28, 2025, 12:00 PM",24,38.27,26.5,49.97,2,3
"September 1, 2025",shpd47350cbec02e82f,6706074,WANG KANG CERAMICS,"1,400",642.52,"September 12, 2025, 5:30 PM",24,38.27,22.65,41.35,2,2
"September 1, 2025",shpd58f7d026b5f3bd9,7950164,WANG KANG CERAMICS,"1,800","1,444.39","September 8, 2025, 4:00 PM",24,38.27,26.5,49.96,2,3
"October 1, 2025",shpd71002cc89aa4e7c,3693324,NEBRAS ALKHALEEJ TRANSPORT CO,"1,400",581.63,"October 5, 2025, 11:30 PM",27.02,49.64,24.16,47.32,2,1.5
"August 1, 2025",shpf586894eda5bf8c4,3636014,Maersk,"3,660","1,465.55","August 20, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpd81ac767f25f28ca,5325924,WANG KANG CERAMICS,"1,800","1,359.05","September 22, 2025, 11:00 AM",24,38.27,25.34,49.62,2,3
"August 1, 2025",shpf6e58fe2683c532e,9341554,Maersk,"3,660","1,465.55","August 19, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpdbcd1c5c01568a97,8956537,Demas United Trading Company,"1,800",950.63,"October 22, 2025, 3:00 PM",24.71,46.68,21.49,39.19,2,3
"October 1, 2025",shpbda104f62af21b8e,1481602,SAVOLA - Afia,"1,950",940.36,"October 26, 2025, 1:00 PM",21.43,39.23,24.71,46.68,2,2
"September 1, 2025",shpdd428269350c7b55,1562004,Maersk,"3,660","1,467.99","September 16, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"August 1, 2025",shpd015e9add34aca5a,3504675,Rental Deadlegs,1,352.95,"August 4, 2025, 12:30 PM",21.31,39.18,24.01,38.25,2,1
"September 1, 2025",shpe0993871085c2225,9121842,Maersk,"3,660","1,467.99","September 21, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpe130dc32569bde57,3161580,Maersk,"2,650","1,460.08","September 6, 2025, 9:00 AM",23.99,38.23,26.25,49.98,2,4
"September 1, 2025",shpe1c335f4aea7ec2e,2620322,WANG KANG CERAMICS,900,"1,443.66","September 6, 2025, 8:00 PM",24,38.27,26.49,49.98,2,3
"September 1, 2025",shpe25384c53debbbb9,5204037,Maersk,"1,943",703.57,"September 1, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,2
"September 1, 2025",shpe31cd67fe7b539eb,2935196,Maersk,"1,943",736.81,"September 12, 2025, 11:30 PM",21.26,39.2,21.28,39.19,3,2
"July 1, 2025",shpa349fd7ff690170b,1374046,Rental Deadlegs,1,0,"July 1, 2025, 1:00 PM",24.66,46.84,26.89,26.89,2,1
"October 1, 2025",shpe3ed66ee1376526,6608769,Omas Al Zahid,"3,500","1,252.81","October 9, 2025, 1:00 PM",21.2,41.6,26.96,49.65,2,2
"September 1, 2025",shpe4ed921285fbca42,9619259,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpe5bd71984685f33b,1256724,Maersk,"2,650","1,453.31","September 13, 2025, 4:00 PM",23.99,38.26,26.26,49.97,2,4
"September 1, 2025",shpe6bd692187e0ec63,2016554,Maersk Arabia Logistics Co,"1,950","1,075.62","September 25, 2025, 1:00 PM",23.99,38.26,24.55,46.88,2,2
"September 1, 2025",shpe996d5251cb0f58,5290226,WANG KANG CERAMICS,"1,190",642.52,"September 12, 2025, 5:30 PM",24,38.27,22.65,41.35,2,2
"September 1, 2025",shpe9b96a56d3d98f7d,6786887,Maersk,"1,943",736.81,"September 5, 2025, 5:30 PM",21.26,39.2,21.28,39.19,3,2
"September 1, 2025",shpe9ff95dfc2dca8e0,5019944,Al Bassami - Sugar,"1,700",968.5,"September 29, 2025, 2:00 PM",21.46,39.17,24.51,46.92,2,3
"September 1, 2025",shpeabc6c4429795aa2,3533698,Maersk,"3,660","1,467.99","September 25, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shped2bb1c2f80af0e3,6739931,Unilever - Maersk Arabia,"1,700",964.24,"October 27, 2025, 4:00 AM",21.48,39.17,24.62,46.86,2,2
"September 1, 2025",shpedf9da826bfaec55,4283474,Maersk,"3,660","1,467.99","September 25, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpee8f5d30fba4108d,3134052,NEBRAS ALKHALEEJ TRANSPORT CO,"1,400",581.63,"October 13, 2025, 9:00 PM",27.02,49.64,24.16,47.32,2,1.5
"September 1, 2025",shpef6e4bc9678c17b0,7560150,WANG KANG CERAMICS,"1,800","1,083.45","September 20, 2025, 7:30 PM",24,38.27,28.38,45.96,2,2
"September 1, 2025",shpf642b1156edd5c6d,9896157,Maersk,"3,200","1,401.06","September 11, 2025, 12:00 PM",27.06,49.58,21.41,39.23,2,3
"July 1, 2025",shp3df8da5b6d0fe7fc,4477396,Mansour Al Mousaad,"5,500","2,747.4","July 29, 2025, 12:00 PM",21.33,39.19,21.28,39.19,3,5
"July 1, 2025",shp3e31173228e2a1e7,7989732,Maersk,888,46.47,"July 12, 2025, 1:00 PM",21.42,39.19,21.28,39.19,3,1
"October 1, 2025",shp8e35e7060f556580,2985286,Binzagr Logistics Company,"1,150",143.19,"October 14, 2025, 9:00 AM",22.5,39.13,21.44,39.34,2,1
"September 1, 2025",shpf88b458a89aa809e,1948325,Maersk Arabia Logistics Co,800,223.71,"September 24, 2025, 1:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpf9e0fe2f00e7c972,8838634,Maersk,"1,950","1,075.88","September 15, 2025, 3:00 PM",23.99,38.26,24.53,46.91,2,2
"September 1, 2025",shpfcd1200d98b45dd6,2356689,Ma'aden,900,111.39,"September 24, 2025, 12:00 PM",26.97,49.63,26.23,49.97,2,1
"September 1, 2025",shpfe696e0cb898f941,6846777,Maersk,"3,660","1,467.99","September 24, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpd4a0a1a55a98375a,3899276,Binzagr Logistics Company,"1,150",143.19,"October 14, 2025, 9:00 AM",22.5,39.13,21.44,39.34,2,1
"January 1, 2026",shpe6012d64b0a0136b,3589075,Sahl Al Madar,950,408.93,"January 24, 2026, 8:00 AM",24.71,46.68,26.42,50.09,2,1
"July 1, 2025",shp410fe155c3da4ca2,8379438,Mansour Al Mousaad,"5,500","2,790.64","July 1, 2025, 1:00 PM",21.33,39.19,21.33,39.19,3,5
"January 1, 2026",shpf8e78f52f99c016,8895565,Sahl Al Madar,950,408.93,"January 24, 2026, 8:00 AM",24.71,46.68,26.42,50.09,2,1
"January 1, 2026",shpfd7f9620ac578f9a,7801205,SABIC - Maersk Arabia,"2,000","1,041.08","January 18, 2026, 4:00 PM",23.99,38.24,24.71,46.68,2,3
"January 1, 2026",shp25d0b73fa289aa6b,7962932,Binzagr Logistics Company,"1,820",976.99,"January 25, 2026, 11:00 AM",21.11,39.25,24.62,46.86,2,2
"July 1, 2025",shpcdf7d9dcdb80c4c9,5288052,Mansour Al Mousaad,"5,500","2,814.15","July 1, 2025, 1:00 PM",21.33,39.19,21.33,39.19,3,5
"December 1, 2025",shp96e2b259ac3a6f6e,6304483,Unilever - Maersk Arabia,"1,700",966.07,"December 14, 2025, 8:00 AM",21.48,39.17,24.62,46.86,2,2
"January 1, 2026",shp530dfed31a619d5d,5642259,SABIC - Maersk Arabia,"2,000","1,041.08","January 18, 2026, 4:00 PM",23.99,38.24,24.71,46.68,2,3
"August 1, 2025",shpaa0c74e981583d16,4455662,BAFCO,"2,250",866.49,"August 10, 2025, 2:00 PM",25.28,45.16,21.49,39.19,2,2
"January 1, 2026",shp6548b8c259b9b0de,8698420,Binzagr Logistics Company,"2,095","1,374.56","January 25, 2026, 11:00 AM",21.11,39.25,26.41,50.17,2,3
"January 1, 2026",shp952c0bd8b802603a,9472996,Binzagr Logistics Company,"1,820",976.99,"January 25, 2026, 11:00 AM",21.11,39.25,24.62,46.86,2,2
"July 1, 2025",shpc82a5dac5a99be26,6246521,Maersk,"4,100","1,457.87","July 15, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp664d071e44c0b571,9853673,Altaaqa Al Zahid,"2,300",317.43,"October 23, 2025, 12:00 PM",27.62,38.49,26.53,40.55,2,1
"January 1, 2026",shpaca0df24fe8e22fe,1254848,Binzagr Logistics Company,"1,820",976.99,"January 25, 2026, 11:00 AM",21.11,39.25,24.62,46.86,2,2
"January 1, 2026",shpba7f2e95dbed04c,6298747,Binzagr Logistics Company,"2,095","1,374.56","January 25, 2026, 11:00 AM",21.11,39.25,26.41,50.17,2,3
"August 1, 2025",shpd1b23ba03c15ccd7,2681324,WANG KANG CERAMICS,800,314.89,"August 9, 2025, 9:00 AM",24,38.27,21.52,39.25,2,1
"January 1, 2026",shpcbcf379411771056,2509843,Binzagr Logistics Company,"1,820",976.99,"January 25, 2026, 11:00 AM",21.11,39.25,24.62,46.86,2,2
"January 1, 2026",shpccb63c76e99f825d,6845146,Binzagr Logistics Company,"1,820",976.99,"January 25, 2026, 11:00 AM",21.11,39.25,24.62,46.86,2,2
"October 1, 2025",shp9803e2c3e1f4ae34,1061497,Altaaqa Al Zahid,"2,300",317.43,"October 23, 2025, 12:00 PM",27.62,38.49,26.53,40.55,2,1
"January 1, 2026",shpce4ba03f60426b8,2602457,Binzagr Logistics Company,"2,095","1,374.56","January 25, 2026, 11:00 AM",21.11,39.25,26.41,50.17,2,3
"January 1, 2026",shpd35f55a1fdc68cc1,2391214,Binzagr Logistics Company,"1,820",976.99,"January 25, 2026, 11:00 AM",21.11,39.25,24.62,46.86,2,2
"August 1, 2025",shpf66c5d7a3655c8a0,6434494,Rental Deadlegs,1,96.52,"August 16, 2025, 6:00 AM",26.42,50.09,26.96,49.57,2,1
"December 1, 2025",shp6c3658285e035e56,5614696,Advance Pipe,"1,750",846.93,"December 15, 2025, 8:00 AM",26.28,49.96,26.37,43.15,2,2
"December 1, 2025",shp9ed3e541da405448,6737699,THABAT CONSTRACTION COMPANY LTD,"1,175",376.97,"December 15, 2025, 8:00 AM",24.5,39.71,21.9,39.27,2,1
"December 1, 2025",shpa24434caaf5be79c,6510275,THABAT CONSTRACTION COMPANY LTD,"3,800",851.08,"December 15, 2025, 8:00 AM",24.5,39.71,24.95,46.84,2,2
"July 1, 2025",shp2a428e99c58bcdbd,3623924,SAVOLA - Afia,"2,300","1,342.24","July 2, 2025, 1:00 PM",21.43,39.23,26.42,50.09,2,3
"July 1, 2025",shp54aac4625167f7f1,8340515,SAVOLA - Afia,"2,300","1,342.24","July 2, 2025, 1:00 PM",21.43,39.23,26.42,50.09,2,3
"July 1, 2025",shp915790c1a478cee0,7211282,WANG KANG CERAMICS,"1,800","1,436.58","July 2, 2025, 2:30 PM",24,38.27,26.42,50.09,2,3
"July 1, 2025",shp46e914e098b50b38,9755213,Maersk,"4,100","1,457.87","July 10, 2025, 1:00 PM",26.89,49.49,21.28,39.19,3,3
"July 1, 2025",shp55b185c88e32bef7,9499981,Maersk,"4,100","1,400.03","July 9, 2025, 11:00 AM",26.89,49.49,21.28,39.19,3,3
